Magical Blocks – Premium Gutenberg Blocks;https://ru.wordpress.org/plugins/magical-blocks/;Create or add elements to your website with the magical way!!;700+ активных установок;5.8.6
Timeline Blocks for Gutenberg;https://ru.wordpress.org/plugins/timeline-blocks/;A beautiful timeline layout block to showcase your posts in timeline presentation.;700+ активных установок;6.1.1
Simple Google Calendar Outlook Events Block Widget;https://ru.wordpress.org/plugins/simple-google-icalendar-widget/;Block widget that displays events from a public google calendar or iCal file.;600+ активных установок;6.2
MyTicket Events;https://ru.wordpress.org/plugins/myticket-events/;A beautiful and easy customizable set of Gutenberg blocks to list events, create calendars and…;600+ активных установок;6.0.3
Gutenberg Blocks — ACF Blocks Suite;https://ru.wordpress.org/plugins/acf-blocks/;Supercharge your Gutenberg editor with high-quality creative Gutenberg Blocks. Ready-to-use ACF Blocks!;600+ активных установок;6.1.1
FAQ Block;https://ru.wordpress.org/plugins/faq-block/;Очень простой и понятный блок Gutenberg для FAQ (часто задаваемые вопросы).;600+ активных установок;6.0.3
Algori 360 Video;https://ru.wordpress.org/plugins/360-video/;Algori 360 Video is a Gutenberg Block Plugin that enables you add interactive 360° videos…;600+ активных установок;6.0.3
Toolbelt;https://ru.wordpress.org/plugins/wp-toolbelt/;Fast, privacy focused, utilities to improve your website. Includes a Markdown block, spam protection, related…;600+ активных установок;6.2.0
Music Store — WordPress eCommerce;https://ru.wordpress.org/plugins/music-store/;Music Store — WordPress ecommerce is an online store for selling audio files: music, speeches,…;600+ активных установок;6.2
Slides & Presentations;https://ru.wordpress.org/plugins/slide/;Allows you to create presentations with the WordPress block editor.;600+ активных установок;5.3.14
Call to Action Block — WPPOOL;https://ru.wordpress.org/plugins/call-to-action-block-wppool/;Add a stunning call to action (CTA) block to your WordPress post or page using…;500+ активных установок;6.2
Simple Code Block;https://ru.wordpress.org/plugins/simple-code-block/;Простой блок для вставки кода в Gutenberg.;500+ активных установок;5.3.14
elink — Embed Content;https://ru.wordpress.org/plugins/elink-embed-content/;elink Embed WordPress Plugin. Create and Embed press pages, product pages, resource pages, news feeds.…;500+ активных установок;5.5.11
RSVPMaker;https://ru.wordpress.org/plugins/rsvpmaker/;RSVPMaker is an event and email marketing and management platform. Schedule events, send invitations, track…;500+ активных установок;6.1.1
Countdown and CountUp, WooCommerce Sales Timer;https://ru.wordpress.org/plugins/countdown-wpdevart-extended/;WordPress Countdown and CountUp, WooCommerce Sales Timer plugin is a great tool. You can easily…;500+ активных установок;6.2
List Last Changes;https://ru.wordpress.org/plugins/list-last-changes/;Отображение списка последних изменений на WordPress-сайте.;500+ активных установок;6.2
myCred — Gutenberg Blocks;https://ru.wordpress.org/plugins/mycred-blocks/;myCred Gutenberg plugin which allows admin to add myCred shortcode with Gutenberg blocks. Admin can…;500+ активных установок;6.0.3
Animate Blocks;https://ru.wordpress.org/plugins/animate-blocks/;Animate Gutenberg blocks plugin for WordPress.;500+ активных установок;5.1.15
Magic Block;https://ru.wordpress.org/plugins/magic-block/;Registers a container block. It has settings for element, ID, classname, style, and any other…;500+ активных установок;5.7.8
Post Layouts for Gutenberg;https://ru.wordpress.org/plugins/post-layouts/;A beautiful post layouts block to showcase your posts in grid and list layout with…;400+ активных установок;6.1.1
WP Munich Blocks — Gutenberg Blocks for WordPress;https://ru.wordpress.org/plugins/wp-munich-blocks/;Create amazing content with the new WordPress block editor and the WP Munich blocks.;400+ активных установок;5.6.10
GamiPress — Vimeo integration;https://ru.wordpress.org/plugins/gamipress-vimeo-integration/;Connect GamiPress with Vimeo;400+ активных установок;6.2
Event Block;https://ru.wordpress.org/plugins/event/;Quickly create simple event cards and invitations;400+ активных установок;6.0.3
Easy Digital Downloads — Blocks;https://ru.wordpress.org/plugins/edd-blocks/;"EDD Blocks adds a ""Downloads"" block to the new WordPress editor, also known as Gutenberg.";400+ активных установок;5.4.12
Gosign — ReadMore Toggle Text Block;https://ru.wordpress.org/plugins/gosign-readmore-toggle-text-block/;Create Read More Toggle Text Block block with Latest Wordpress Gutenberg options and configurations.;400+ активных установок;6.0.3
SV Block for Twitch;https://ru.wordpress.org/plugins/sv-twitch/;Display Twitch streams with this Gutenberg block. Team Developed and maintenanced by straightvisions GmbH;400+ активных установок;6.0.0
WordPress Post Grid Layouts with Pagination — Sogrid;https://ru.wordpress.org/plugins/sogrid/;10 Wordpress post grid layouts to create beautiful blog homepage and/or to show articles on…;400+ активных установок;5.7.8
Nelio Compare Images;https://ru.wordpress.org/plugins/nelio-compare-images/;Simple and elegant Gutenberg block to compare two images side by side.;400+ активных установок;5.9.5
p5.js Block;https://ru.wordpress.org/plugins/wp-p5js-block/;Запускайте p5.js на своём сайте WordPress через блок Gutenberg.;400+ активных установок;5.3.14
Gosign — Advanced Separator Block;https://ru.wordpress.org/plugins/gosign-advanced-separator-block/;This plugin enables you to add custom border, spaces, styling borders with icons there positioning,…;400+ активных установок;6.0.3
Simple Alert Blocks;https://ru.wordpress.org/plugins/simple-alert-blocks/;Создание простых предупреждений для нового редактора блоков WordPress.;300+ активных установок;6.0.3
Easy restaurant menu manager;https://ru.wordpress.org/plugins/easy-pdf-restaurant-menu-upload/;Manage your food menus online in minutes. Very employee friendly. With a user role for…;300+ активных установок;6.2
Enhanced Blocks — Page Builder Blocks for Gutenberg;https://ru.wordpress.org/plugins/enhanced-blocks/;Build responsive websites using the latest Gutenberg editor blocks. Enhanced Blocks is the first ever…;300+ активных установок;5.2.17
A no-code page builder for beautiful performance-based content;https://ru.wordpress.org/plugins/setka-editor/;A WordPress plugin to design beautiful performance-based content. Rated as a Top-10 solution for Content Experience and Content Creation…;300+ активных установок;5.9.5
Countdown Timer for WordPress Block Editor;https://ru.wordpress.org/plugins/countdown-timer-block/;Add a Flip Countdown Timer for your Wordpress block editor(Gutenberg).;300+ активных установок;5.8.6
Schedule Content Block;https://ru.wordpress.org/plugins/schedule-content-block/;shows or hides contents depending on a specific date and time;300+ активных установок;6.1.1
Gutenberg Blocks and Page Layouts — Attire Blocks;https://ru.wordpress.org/plugins/attire-blocks/;Attire Blocks is a collection of beautifully designed, highly customisable gutenberg UI blocks and ready-made…;300+ активных установок;6.1.1
Details Summary Block;https://ru.wordpress.org/plugins/details-summary-block/;Этот плагин предоставляет простой блок для HTML-элемента «.;300+ активных установок;5.4.12
Custom Call To Action block Plugin;https://ru.wordpress.org/plugins/custom-call-to-action-block/;Custom Call To Action Gutenberg Block.;300+ активных установок;5.7.8
Animation Block;https://ru.wordpress.org/plugins/animation-block/;Use the power of animate.css to animate Gutenberg blocks as they enter the viewport.;300+ активных установок;5.2.17
Tumbili: Mailchimp Signup for Gutenberg;https://ru.wordpress.org/plugins/tumbili-mailchimp-feed-for-gutenberg/;Easily and instantly preview your mailchimp feed live within the new editor experience. Adjust settings…;300+ активных установок;5.4.12
MetaTrader Web Terminal;https://ru.wordpress.org/plugins/metatrader-web-terminal/;MetaTrader Web Terminal plugin for WordPress websites;300+ активных установок;5.8.6
Simple Cookie Control;https://ru.wordpress.org/plugins/simple-cookie-control/;A simple banner to inform users that your site uses cookies and blocks them until…;300+ активных установок;5.3.14
Sell Downloads;https://ru.wordpress.org/plugins/sell-downloads/;Sell Downloads is an WordPress eCommerce for selling downloadable files: audio, video, documents, pictures all…;300+ активных установок;6.2
Listicles by LezWatch.TV;https://ru.wordpress.org/plugins/listicles/;Create beautiful listicle blocks.;300+ активных установок;6.0.3
